customerID,item,amount_usd,date,review,payment
4093,Trousers,102,5/25/2023,2.1,Cash
4031,Blouse,190,1/14/2023,3,Cash
4056,Sneakers,,11/2/2022,,Credit Card
4114,Leggings,84,6/15/2023,3.8,Cash
4104,Backpack,69,5/27/2023,2.1,Cash
4071,Tunic,107,12/3/2022,1.5,Cash
4007,Dress,172,4/5/2023,1.9,Cash
4009,Flannel Shirt,51,4/16/2023,1.8,Cash
4038,Tie,63,2/13/2023,4.3,Cash
4033,Backpack,189,8/31/2023,4.9,Cash
4102,Cardigan,175,6/5/2023,3.6,Credit Card
4034,Tunic,,7/1/2023,1.5,Credit Card
4068,Jeans,146,8/26/2023,1.1,Cash
4045,Gloves,51,1/27/2023,2.5,Credit Card
3979,Camisole,79,6/5/2023,1.3,Cash
4106,Trousers,173,9/7/2023,3.4,Credit Card
3959,Trousers,66,11/2/2022,4.5,Cash
4113,Boots,24,1/20/2023,1.2,Credit Card
4087,Scarf,18,11/21/2022,1.7,Credit Card
4060,Polo Shirt,112,6/8/2023,1.2,Cash
3989,Sweater,64,3/13/2023,3.2,Credit Card
4032,Wallet,155,3/8/2023,1.1,Credit Card
3972,Boots,90,1/26/2023,4.6,Credit Card
4051,Umbrella,137,6/30/2023,4.6,Cash
4097,Tank Top,174,10/10/2022,3.4,Cash
3970,Camisole,77,1/5/2023,2.4,Cash
3957,Gloves,,5/16/2023,2.7,Cash
4100,Loafers,147,3/2/2023,3.9,Credit Card
4048,Pajamas,159,11/8/2022,1.2,Credit Card
3985,Flannel Shirt,159,3/5/2023,2.6,Cash
4029,Leggings,66,6/16/2023,3.7,Cash
3964,Hat,45,3/17/2023,4.8,Cash
4017,Bowtie,33,9/28/2023,3.3,Credit Card
4067,Handbag,38,5/25/2023,3.1,Cash
4108,T-shirt,,9/10/2023,2.5,Credit Card
4057,Jacket,,1/2/2023,4.7,Cash
4117,Kimono,162,4/16/2023,1.1,Cash
4038,Jacket,,10/27/2022,4.8,Credit Card
4054,Socks,129,12/23/2022,,Cash
4060,Sweater,151,7/17/2023,3.2,Cash
4054,Handbag,12,12/29/2022,2.6,Credit Card
4068,Pants,39,3/21/2023,2.4,Credit Card
4096,Scarf,147,2/11/2023,4.1,Credit Card
4011,Blouse,174,4/21/2023,3.4,Cash
4001,Hoodie,85,9/17/2023,3.3,Cash
4078,Hat,126,6/29/2023,2.1,Credit Card
3992,Slippers,,4/26/2023,2.9,Cash
4005,Sun Hat,194,12/16/2022,2.9,Credit Card
4099,Scarf,138,5/20/2023,2.9,Credit Card
4055,Boots,139,1/5/2023,1.9,Credit Card
4049,Trench Coat,170,7/13/2023,,Cash
4063,Hoodie,173,6/23/2023,2.1,Credit Card
3996,Belt,60,3/4/2023,2.3,Credit Card
4030,Camisole,,10/25/2022,,Credit Card
3989,Overalls,148,5/19/2023,4.1,Credit Card
3991,Blazer,145,5/3/2023,4.5,Credit Card
3959,Coat,163,5/9/2023,3.5,Credit Card
3975,Camisole,14,2/7/2023,3.5,Cash
4122,Socks,,12/10/2022,,Credit Card
3961,Boots,88,10/7/2022,1.2,Cash
3993,Belt,71,5/18/2023,4.4,Credit Card
4081,Hat,30,9/1/2023,1.2,Credit Card
4068,Loafers,,4/13/2023,1.2,Credit Card
3991,Boots,27,9/16/2023,2,Credit Card
3978,Blazer,146,1/15/2023,3.7,Credit Card
3992,Cardigan,42,12/14/2022,2.4,Credit Card
4121,Sunglasses,150,6/3/2023,3.4,Credit Card
4063,Bowtie,,11/5/2022,1.3,Credit Card
4073,Handbag,165,9/28/2023,3,Credit Card
4111,Socks,64,1/15/2023,2.3,Credit Card
4065,Sneakers,196,3/24/2023,4.3,Credit Card
4116,Onesie,192,1/16/2023,3.6,Credit Card
4003,Hoodie,181,7/9/2023,1.6,Credit Card
4073,Swimsuit,122,4/25/2023,4.2,Credit Card
4087,Vest,125,6/2/2023,2.6,Credit Card
4065,Pajamas,,5/3/2023,2.9,Credit Card
4098,Coat,96,9/21/2023,3.5,Credit Card
4072,Onesie,,12/11/2022,1.2,Cash
4055,Bowtie,160,4/3/2023,4.6,Cash
4047,Belt,28,8/7/2023,,Cash
4014,Trench Coat,25,12/5/2022,4.2,Cash
4004,Flip-Flops,18,1/21/2023,4.1,Credit Card
4065,Poncho,28,6/29/2023,3.3,Credit Card
4111,Belt,81,5/10/2023,1.9,Credit Card
3958,Tunic,64,6/17/2023,1.1,Cash
4104,Pants,195,6/2/2023,2.5,Cash
4084,Onesie,156,8/8/2023,1.3,Credit Card
4017,Jeans,72,10/28/2022,,Credit Card
4085,Tunic,114,4/28/2023,1.9,Credit Card
4025,Pajamas,,9/10/2023,3.3,Cash
4062,Belt,,9/22/2023,2.7,Credit Card
4096,Hoodie,118,10/17/2022,4.4,Cash
4104,Tunic,196,2/13/2023,1.2,Cash
4050,Blazer,,6/23/2023,3.1,Credit Card
3965,Loafers,175,6/26/2023,2.1,Cash
3966,Polo Shirt,,4/21/2023,2.2,Credit Card
4102,Pants,96,7/31/2023,2,Credit Card
4080,Sun Hat,37,9/14/2023,2.4,Cash
4051,Camisole,58,1/29/2023,4,Cash
3985,Hat,45,12/31/2022,2,Credit Card
4105,Sandals,81,10/31/2022,4.5,Credit Card
4080,Pajamas,29,9/22/2023,2.4,Credit Card
3977,Overalls,150,3/22/2023,4.7,Cash
3993,Blazer,,4/9/2023,3.4,Cash
4091,Overalls,148,1/30/2023,2.7,Cash
4028,Cardigan,33,2/11/2023,4.3,Credit Card
4076,Pajamas,70,10/5/2022,3.2,Credit Card
4089,Sun Hat,,3/28/2023,2.6,Cash
3977,Loafers,64,10/15/2022,1.6,Cash
4090,Onesie,25,9/18/2023,2.1,Cash
4113,Jacket,,6/27/2023,1.3,Cash
3979,Trousers,,8/7/2023,4.9,Credit Card
4019,Blouse,126,12/15/2022,3.5,Credit Card
4077,Romper,188,6/1/2023,4.6,Credit Card
4118,Onesie,152,1/12/2023,1.1,Credit Card
3976,Socks,134,7/24/2023,2.1,Credit Card
4119,Pants,,5/4/2023,4.7,Cash
4095,Socks,24,11/13/2022,1.5,Cash
4105,T-shirt,148,3/18/2023,,Credit Card
4036,T-shirt,,8/3/2023,3.8,Credit Card
4113,Trench Coat,22,5/20/2023,1.5,Cash
3970,Camisole,138,5/9/2023,4.7,Cash
4044,Camisole,145,2/10/2023,2.4,Cash
4093,Swimsuit,,10/6/2022,3.2,Cash
3959,Kimono,30,3/11/2023,1.5,Cash
4077,Vest,27,1/8/2023,4.6,Credit Card
4073,Tie,182,9/16/2023,3.5,Cash
4088,Vest,113,9/2/2023,1.2,Credit Card
4077,Poncho,,3/15/2023,2.4,Credit Card
4103,Swimsuit,73,4/30/2023,2.6,Cash
4041,Pajamas,20,5/20/2023,4.3,Cash
4064,Kimono,117,10/31/2022,2.9,Cash
4047,Blazer,154,6/1/2023,1.7,Cash
4032,Backpack,76,6/15/2023,4.7,Cash
4031,Slippers,193,8/2/2023,1.3,Credit Card
3999,Jacket,77,5/27/2023,3.4,Credit Card
3966,Tie,181,6/14/2023,3.6,Credit Card
4109,Dress,127,9/30/2023,2.8,Cash
4034,Shorts,28,3/24/2023,3.4,Cash
4101,Pajamas,,3/27/2023,1.4,Cash
4023,Sunglasses,154,2/9/2023,2.4,Credit Card
3972,Coat,28,12/22/2022,4.6,Credit Card
4118,Socks,139,5/13/2023,4.4,Credit Card
4078,Tunic,99,11/10/2022,2.3,Cash
4105,Belt,72,7/29/2023,1.7,Credit Card
4000,Sandals,50,9/27/2023,4.3,Cash
4103,Jumpsuit,149,10/16/2022,5,Cash
3970,Tunic,166,2/2/2023,3.1,Credit Card
4031,Camisole,177,6/28/2023,3.5,Cash
4116,Raincoat,180,2/11/2023,,Cash
3963,Trench Coat,86,12/16/2022,1.5,Cash
4030,Romper,36,1/2/2023,2.8,Credit Card
4081,Kimono,44,6/3/2023,2.2,Credit Card
3978,Handbag,37,1/17/2023,5,Cash
3989,Tank Top,49,4/26/2023,4.7,Credit Card
4086,Swimsuit,164,12/7/2022,1.6,Cash
3976,Tank Top,97,5/23/2023,4.4,Cash
4028,Sweater,172,1/15/2023,1.1,Credit Card
4021,Backpack,139,1/2/2023,4.8,Cash
3990,Pajamas,23,11/1/2022,4.2,Credit Card
4114,Belt,,9/28/2023,,Cash
4028,Poncho,80,12/31/2022,1.1,Cash
4027,Boots,,12/30/2022,4.8,Credit Card
4022,Boots,43,8/27/2023,3.9,Cash
3960,Onesie,77,12/16/2022,4.3,Cash
3985,Dress,,6/5/2023,1.4,Credit Card
4111,Swimsuit,190,11/23/2022,4.4,Credit Card
4001,Handbag,12,11/25/2022,2.7,Cash
4108,Romper,,11/9/2022,4.5,Credit Card
3995,Umbrella,186,5/27/2023,3.9,Cash
4071,Jeans,149,4/9/2023,2.4,Cash
4051,Tank Top,,8/31/2023,,Credit Card
4001,Wallet,151,6/9/2023,3.9,Cash
4023,Backpack,,5/8/2023,3,Credit Card
4017,Pants,,8/8/2023,3.5,Cash
4081,Sandals,20,12/2/2022,4.1,Cash
4003,Loafers,63,6/10/2023,2.3,Credit Card
4092,Overalls,180,11/25/2022,2.7,Cash
3965,Umbrella,,5/6/2023,4.2,Cash
4044,Pants,114,12/25/2022,4.4,Credit Card
3978,Sandals,49,10/31/2022,4.5,Cash
3994,Boots,70,3/1/2023,,Cash
4109,Loafers,55,12/21/2022,1,Credit Card
3996,Slippers,16,8/13/2023,2.5,Credit Card
4083,Wallet,,7/7/2023,3.7,Credit Card
4062,Coat,115,4/10/2023,1.6,Credit Card
4055,T-shirt,198,11/29/2022,3.9,Credit Card
4017,Shorts,78,2/26/2023,1.8,Credit Card
4069,Jumpsuit,,2/16/2023,4.8,Cash
4120,Hoodie,107,7/11/2023,4,Cash
3999,Backpack,130,4/26/2023,,Cash
4010,Romper,127,7/24/2023,,Credit Card
4104,Pajamas,68,7/12/2023,1.8,Cash
4045,Vest,178,1/29/2023,2.7,Credit Card
3970,Romper,,10/18/2022,2.5,Cash
4121,Slippers,27,4/11/2023,3.6,Credit Card
4024,Hoodie,81,12/30/2022,3.6,Credit Card
3986,Flannel Shirt,140,11/24/2022,2.2,Cash
3970,Socks,147,5/7/2023,2.2,Credit Card
3999,Belt,17,7/25/2023,4.2,Credit Card
4075,Coat,,10/6/2022,2.4,Cash
4059,Belt,55,1/16/2023,1.4,Cash
4078,Sandals,77,7/28/2023,4.5,Cash
4034,Tank Top,,1/1/2023,2.1,Cash
4078,Blazer,98,1/5/2023,2.3,Credit Card
4093,Trench Coat,90,10/17/2022,1.5,Cash
4016,Polo Shirt,140,1/2/2023,2.3,Cash
4054,Wallet,,5/1/2023,3.8,Cash
4056,Pajamas,58,7/20/2023,4.1,Cash
4078,Slippers,191,7/10/2023,4.2,Credit Card
4024,Blazer,143,10/9/2022,2.6,Credit Card
3994,Camisole,147,11/19/2022,2.2,Cash
4092,Tie,199,2/15/2023,4.6,Cash
4068,Tunic,60,1/4/2023,1.2,Cash
3960,Camisole,27,9/14/2023,2,Credit Card
4030,Hoodie,94,4/23/2023,2.6,Credit Card
4071,Skirt,179,2/16/2023,2.6,Credit Card
4054,Handbag,194,6/12/2023,2.1,Credit Card
4037,Sunglasses,139,11/10/2022,2.4,Cash
4092,Jumpsuit,114,11/2/2022,2.2,Credit Card
3967,Raincoat,188,5/6/2023,3.3,Cash
3981,Pants,42,7/8/2023,1.8,Credit Card
4093,Sneakers,,10/14/2022,4.8,Cash
4120,Poncho,107,11/7/2022,2.3,Cash
4047,Scarf,54,5/20/2023,1.1,Credit Card
4067,Poncho,87,5/27/2023,4.2,Credit Card
4113,Vest,10,10/11/2022,,Credit Card
4026,Tank Top,63,1/20/2023,4.6,Cash
4042,Blazer,158,11/12/2022,3.2,Cash
4026,T-shirt,92,4/24/2023,3.1,Credit Card
4025,Coat,123,1/9/2023,1.8,Cash
3982,Kimono,140,5/18/2023,3.1,Credit Card
4022,T-shirt,198,10/22/2022,1.9,Cash
4106,Skirt,,3/26/2023,4.6,Cash
4057,Jacket,,9/17/2023,1.9,Cash
4075,Jumpsuit,172,10/7/2022,4.8,Credit Card
4018,Tank Top,33,10/18/2022,,Credit Card
4107,Tie,70,2/28/2023,,Cash
4006,Flannel Shirt,67,7/27/2023,1.4,Cash
4090,Tie,47,1/11/2023,2.9,Cash
4043,Backpack,,1/16/2023,2.2,Cash
4003,Cardigan,131,1/4/2023,4.1,Credit Card
4037,Camisole,28,5/1/2023,2.1,Cash
4097,Belt,171,5/24/2023,4.1,Cash
3959,Coat,193,1/3/2023,1.5,Credit Card
3959,Hat,136,2/8/2023,2.1,Credit Card
3974,Swimsuit,47,2/22/2023,,Credit Card
3960,Hat,11,4/12/2023,,Credit Card
4062,Romper,37,7/24/2023,4,Cash
3982,Blouse,66,1/24/2023,1.1,Cash
4091,Socks,,11/28/2022,3.4,Credit Card
3983,Kimono,142,5/15/2023,3.9,Credit Card
4071,Hat,152,12/22/2022,1.8,Credit Card
4046,Trench Coat,41,7/17/2023,2.2,Credit Card
4013,Shorts,128,2/21/2023,3,Cash
4029,Bowtie,153,5/17/2023,,Credit Card
4021,Sunglasses,123,5/11/2023,1.8,Cash
4006,Scarf,194,2/2/2023,3.6,Cash
3965,Hat,119,7/13/2023,2.2,Cash
3963,Socks,150,10/4/2022,,Credit Card
4115,Sweater,50,7/5/2023,3.2,Cash
3980,Poncho,131,1/23/2023,4.6,Credit Card
3971,Hat,73,7/17/2023,2,Credit Card
4109,Tunic,80,10/18/2022,,Credit Card
4012,Socks,143,4/23/2023,2.6,Cash
4110,Sandals,71,3/17/2023,3.2,Cash
4120,Tie,29,2/12/2023,1.9,Credit Card
3988,Bowtie,70,11/2/2022,2.6,Credit Card
3987,Handbag,91,12/21/2022,2.5,Cash
3979,Flip-Flops,30,3/30/2023,3.6,Cash
4111,Skirt,,8/13/2023,4.2,Credit Card
3990,Handbag,187,8/11/2023,1.4,Credit Card
4053,Coat,,7/10/2023,4.5,Credit Card
4122,Hoodie,116,3/17/2023,2,Cash
4101,Cardigan,148,11/26/2022,3.5,Credit Card
4004,Hoodie,25,9/24/2023,3.9,Credit Card
3985,Pajamas,117,8/7/2023,1.9,Cash
4004,Shorts,159,1/22/2023,2,Cash
4021,Sneakers,15,8/7/2023,2.4,Credit Card
4032,Jacket,157,1/25/2023,2.3,Credit Card
4076,Trousers,11,12/6/2022,2.6,Credit Card
3976,Jeans,86,5/26/2023,,Cash
4120,Slippers,117,9/25/2023,4,Credit Card
4073,Boots,198,12/21/2022,3.2,Cash
4027,Onesie,164,6/11/2023,3.6,Cash
4066,Kimono,134,1/2/2023,3.8,Credit Card
4039,Umbrella,121,7/5/2023,4.4,Cash
4022,Tunic,109,11/15/2022,1.3,Credit Card
3998,Skirt,183,12/22/2022,3.8,Credit Card
3975,T-shirt,195,7/22/2023,4,Cash
4027,Sweater,,12/1/2022,4,Credit Card
3972,Sneakers,42,4/18/2023,2.8,Credit Card
4054,Tunic,146,1/23/2023,1.2,Credit Card
4056,T-shirt,,3/29/2023,1.7,Cash
4042,Wallet,154,8/31/2023,2.9,Credit Card
3972,Slippers,31,10/26/2022,3.2,Credit Card
4023,Dress,44,3/3/2023,2.2,Cash
4024,Skirt,56,7/17/2023,2.2,Credit Card
4002,Scarf,,5/9/2023,3.7,Credit Card
4069,Flannel Shirt,64,11/1/2022,3.5,Cash
3974,T-shirt,96,12/5/2022,3.6,Credit Card
4082,Pajamas,107,5/10/2023,3.1,Cash
4008,Loafers,117,5/4/2023,3.5,Credit Card
4113,Flannel Shirt,30,5/21/2023,3.1,Credit Card
4057,Tunic,148,4/22/2023,2.9,Cash
4002,Sneakers,,8/28/2023,4.7,Credit Card
4122,Kimono,67,3/20/2023,4.4,Cash
4082,Onesie,176,12/28/2022,3.1,Credit Card
3984,Tunic,,5/22/2023,1,Credit Card
3993,Trousers,,12/26/2022,1.6,Credit Card
4095,Loafers,15,7/12/2023,,Credit Card
4067,Belt,71,8/27/2023,2.2,Credit Card
4012,Trousers,,3/6/2023,3.8,Cash
4114,Swimsuit,154,4/2/2023,2.3,Credit Card
4121,Umbrella,129,1/15/2023,,Cash
3984,Trousers,104,7/30/2023,1.6,Cash
4070,Leggings,,6/9/2023,3.2,Credit Card
4023,Boots,193,2/14/2023,3.5,Credit Card
3983,Swimsuit,,8/17/2023,2.1,Cash
3965,Wallet,89,8/18/2023,4.5,Cash
3975,Vest,,7/29/2023,2.2,Credit Card
3975,Pajamas,,4/11/2023,2.6,Cash
4103,Flip-Flops,183,10/13/2022,3.2,Cash
4021,Sweater,106,5/21/2023,1.3,Cash
4071,Raincoat,193,10/2/2022,3.9,Credit Card
3961,Trousers,,6/17/2023,2.1,Credit Card
4084,Skirt,170,7/8/2023,4.2,Cash
3995,T-shirt,188,5/12/2023,4.1,Cash
4120,Overalls,185,3/5/2023,4.1,Credit Card
3957,Tank Top,40,10/3/2022,2.1,Cash
3966,Vest,154,5/4/2023,4.5,Cash
4056,Camisole,98,6/12/2023,2.9,Credit Card
4025,Blouse,179,4/6/2023,4.1,Cash
3995,Jeans,139,5/1/2023,1.4,Cash
4041,Loafers,13,10/13/2022,1.6,Cash
4057,Shorts,135,12/27/2022,4.5,Credit Card
4104,Flannel Shirt,,10/24/2022,4.6,Cash
3957,Sneakers,172,7/8/2023,,Credit Card
4088,Tank Top,127,10/7/2022,2.8,Credit Card
4082,Tunic,121,9/7/2023,2.3,Cash
4079,Boots,,11/23/2022,1.5,Credit Card
4068,Swimsuit,176,7/18/2023,2.5,Cash
4060,Bowtie,147,12/28/2022,2.9,Credit Card
3974,Flip-Flops,129,8/2/2023,3.1,Credit Card
4095,Umbrella,197,10/25/2022,4.5,Credit Card
4014,Wallet,92,12/25/2022,4.8,Credit Card
3957,Onesie,32,1/5/2023,4.3,Cash
4055,Trench Coat,125,11/10/2022,4.4,Cash
4080,Tie,128,4/10/2023,3,Credit Card
3988,Wallet,181,3/4/2023,3.7,Credit Card
4102,Socks,17,1/31/2023,2.7,Cash
4094,T-shirt,93,8/15/2023,1.1,Cash
4048,Handbag,,10/18/2022,2.9,Credit Card
4042,Leggings,76,2/22/2023,3.9,Credit Card
4034,Jeans,162,2/11/2023,3.2,Credit Card
4059,Handbag,80,7/6/2023,4.8,Cash
3971,Swimsuit,142,7/22/2023,1.7,Cash
4118,Dress,31,10/19/2022,1,Credit Card
4122,Poncho,114,7/28/2023,3.1,Cash
3980,Leggings,71,1/25/2023,,Cash
4050,Umbrella,175,12/29/2022,1.4,Cash
4093,Bowtie,124,12/21/2022,2,Credit Card
4044,Gloves,33,3/29/2023,3.4,Cash
3977,Loafers,113,1/8/2023,,Credit Card
4074,Kimono,88,2/5/2023,2.9,Cash
4031,Vest,104,1/15/2023,,Credit Card
4122,Poncho,145,12/29/2022,2,Cash
4008,Flip-Flops,200,10/5/2022,4.9,Cash
4002,Hoodie,100,12/26/2022,4.5,Cash
4098,Raincoat,79,2/4/2023,5,Credit Card
3967,Belt,69,4/3/2023,3,Cash
4055,Onesie,,11/5/2022,4.5,Cash
4005,Wallet,,10/22/2022,4.2,Credit Card
4033,Tank Top,,12/19/2022,,Credit Card
4056,Skirt,186,4/11/2023,,Cash
3984,Camisole,,8/31/2023,1.6,Cash
4118,Pajamas,133,3/20/2023,4.5,Credit Card
4048,Cardigan,160,3/27/2023,2.7,Cash
4081,Loafers,144,11/1/2022,1.2,Credit Card
3978,Socks,35,11/29/2022,1.2,Cash
4118,Romper,85,8/14/2023,,Credit Card
4069,Pants,55,1/25/2023,4.9,Cash
4005,Flannel Shirt,191,3/23/2023,3.5,Cash
3992,Sunglasses,80,2/24/2023,,Cash
3966,Romper,,3/19/2023,4.4,Credit Card
4006,Trench Coat,,9/16/2023,3.8,Credit Card
3963,Dress,42,10/19/2022,3.3,Cash
4108,Blouse,135,1/25/2023,3.1,Cash
4018,Kimono,,4/27/2023,2.6,Credit Card
4082,Hoodie,,7/26/2023,3.7,Cash
4056,Blazer,132,6/17/2023,,Cash
3973,Umbrella,57,7/12/2023,3,Cash
4095,Sun Hat,74,7/15/2023,1.3,Credit Card
4121,Overalls,132,2/24/2023,2.1,Cash
4035,Coat,,9/22/2023,3,Cash
4084,Bowtie,,1/16/2023,4,Cash
4093,Shorts,157,8/17/2023,1,Cash
4072,Onesie,23,1/9/2023,2.4,Cash
3961,Wallet,,2/4/2023,3.3,Credit Card
3966,Polo Shirt,87,1/8/2023,3.3,Cash
4043,Boots,,12/24/2022,1.5,Cash
3971,Boots,152,3/1/2023,,Credit Card
4043,Scarf,165,2/5/2023,1.7,Credit Card
3967,Coat,168,4/21/2023,4.9,Credit Card
4060,Tunic,143,12/24/2022,4.2,Credit Card
3987,Wallet,123,8/1/2023,2.5,Credit Card
4011,Tank Top,160,5/8/2023,,Cash
4090,Hoodie,88,12/8/2022,2,Cash
4074,Skirt,25,10/5/2022,3.6,Credit Card
4094,Belt,199,7/4/2023,1.8,Credit Card
3995,Romper,,10/15/2022,1.5,Cash
4105,Jeans,170,3/28/2023,,Cash
4016,Coat,179,7/17/2023,1.7,Credit Card
3975,Leggings,,7/4/2023,2.3,Credit Card
3966,Pajamas,151,8/28/2023,1.8,Credit Card
3993,Jumpsuit,,1/28/2023,1.7,Credit Card
4082,Sneakers,,12/3/2022,3.8,Credit Card
3961,Gloves,162,12/5/2022,3,Credit Card
4077,Camisole,18,2/16/2023,2.4,Cash
4115,Sandals,190,2/17/2023,2.8,Cash
3968,Wallet,126,11/17/2022,4.3,Credit Card
4019,Onesie,,12/23/2022,,Credit Card
3990,Wallet,77,7/25/2023,2.5,Credit Card
3960,Shorts,170,10/31/2022,1.8,Cash
4001,Wallet,60,5/17/2023,2.4,Cash
4118,Blouse,149,3/21/2023,4.2,Cash
3969,Polo Shirt,48,8/4/2023,3.8,Cash
4035,Handbag,46,4/21/2023,4.3,Credit Card
3981,Camisole,,3/11/2023,1.4,Credit Card
4073,Kimono,,8/11/2023,2,Credit Card
4113,Hoodie,155,8/5/2023,1.1,Credit Card
4000,Tank Top,122,8/12/2023,3.6,Cash
4108,Trousers,,12/9/2022,1.6,Cash
3973,Gloves,189,10/30/2022,2.5,Credit Card
3984,Sunglasses,79,12/1/2022,3.4,Cash
3986,Jumpsuit,136,12/14/2022,,Cash
4084,Loafers,163,2/3/2023,3.5,Credit Card
4109,Jacket,,6/13/2023,1,Credit Card
4114,Backpack,92,4/25/2023,2.3,Credit Card
4013,Trousers,16,1/11/2023,1.4,Credit Card
3973,Pajamas,,11/9/2022,2.2,Credit Card
4008,Romper,157,6/5/2023,1.7,Credit Card
4066,Poncho,15,5/25/2023,,Cash
4043,Poncho,182,3/9/2023,2.8,Cash
4059,Camisole,157,7/30/2023,2.7,Cash
4040,Pajamas,,4/10/2023,4.3,Credit Card
3987,Backpack,130,2/21/2023,2.5,Credit Card
4104,Backpack,123,12/22/2022,3.7,Credit Card
4096,Sun Hat,56,11/4/2022,4.9,Cash
3992,Belt,121,10/9/2022,4.1,Credit Card
4039,Gloves,135,4/16/2023,3,Credit Card
4011,Gloves,130,1/3/2023,4.1,Cash
3968,Sandals,95,8/2/2023,2.6,Credit Card
4108,Shorts,36,2/16/2023,,Cash
4001,Cardigan,94,8/26/2023,4.7,Credit Card
4042,Hoodie,136,11/18/2022,4.9,Credit Card
3973,Shorts,112,7/18/2023,1.8,Cash
3987,Hoodie,150,1/14/2023,4,Cash
4027,Trousers,,5/19/2023,2.3,Cash
3993,Poncho,,3/26/2023,4.9,Cash
4063,Slippers,39,8/16/2023,4.1,Credit Card
4000,Socks,113,11/21/2022,2.8,Cash
4051,Poncho,10,7/29/2023,1,Cash
4098,Shorts,148,12/8/2022,4.5,Credit Card
3999,Sunglasses,23,1/2/2023,1.3,Cash
4069,Swimsuit,,4/22/2023,1.8,Credit Card
4019,Blouse,137,5/18/2023,,Cash
4105,Leggings,23,11/9/2022,3.7,Credit Card
3967,Pajamas,150,9/26/2023,2.5,Credit Card
3991,Sunglasses,,1/27/2023,2.4,Cash
3982,Poncho,188,11/22/2022,3.7,Credit Card
4118,T-shirt,17,6/5/2023,4.7,Cash
4113,Blazer,165,4/10/2023,4.3,Cash
4053,Sweater,191,1/28/2023,4.1,Credit Card
3997,Slippers,,4/25/2023,,Credit Card
3961,Polo Shirt,151,12/6/2022,4.1,Credit Card
4081,Socks,67,5/6/2023,4.1,Credit Card
3977,Pajamas,39,2/19/2023,4.3,Credit Card
3958,Belt,40,6/1/2023,2.7,Cash
3958,Leggings,49,3/14/2023,1.3,Cash
4002,Jumpsuit,193,12/18/2022,4,Credit Card
3979,Swimsuit,190,9/8/2023,1.9,Cash
4108,Umbrella,133,6/19/2023,4.1,Credit Card
4029,Blouse,72,8/20/2023,2.4,Credit Card
4063,Flannel Shirt,47,4/24/2023,3.4,Credit Card
4078,Wallet,163,2/7/2023,4.7,Credit Card
3989,Loafers,44,4/16/2023,1.6,Cash
4009,Slippers,80,11/23/2022,1.8,Cash
3993,Gloves,116,12/13/2022,2.4,Credit Card
4120,Skirt,139,9/26/2023,2.7,Credit Card
4026,Vest,10,10/15/2022,2.5,Credit Card
